Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CTRA","COTERRA ENERGY INC","Energy","Equity","13,067,777.14","0.03","13,067,777.14","528,418.00","24.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","13,042,250.88","0.03","13,042,250.88","46,236.00","282.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","13,036,393.65","0.03","13,036,393.65","165,963.00","78.55","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","13,031,443.25","0.03","13,031,443.25","77,315.00","168.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","13,017,922.58","0.03","13,017,922.58","111,046.00","117.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","12,944,389.65","0.03","12,944,389.65","103,431.00","125.15","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","12,850,312.56","0.03","12,850,312.56","101,688.00","126.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","12,826,919.07","0.03","12,826,919.07","27,551.00","465.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","12,817,334.64","0.03","12,817,334.64","318,364.00","40.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","12,815,517.84","0.03","12,815,517.84","638,223.00","20.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","12,797,472.76","0.03","12,797,472.76","178,586.00","71.66","United States","NASDAQ","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","12,664,855.98","0.03","12,664,855.98","32,697.00","387.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","12,649,826.52","0.03","12,649,826.52","59,861.00","211.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","12,618,487.57","0.03","12,618,487.57","118,339.00","106.63","United States","NASDAQ","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","12,538,885.50","0.03","12,538,885.50","155,550.00","80.61","United States","NASDAQ","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","12,508,808.55","0.03","12,508,808.55","41,165.00","303.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","12,451,605.96","0.03","12,451,605.96","145,276.00","85.71","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","12,382,936.20","0.03","12,382,936.20","157,644.00","78.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","12,346,880.00","0.03","12,346,880.00","28,000.00","440.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","12,308,768.00","0.03","12,308,768.00","63,776.00","193.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","12,198,673.08","0.03","12,198,673.08","25,476.00","478.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","12,154,714.55","0.03","12,154,714.55","84,755.00","143.41","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","12,094,858.20","0.03","12,094,858.20","77,556.00","155.95","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","12,082,697.52","0.03","12,082,697.52","37,482.00","322.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","11,999,589.16","0.03","11,999,589.16","120,502.00","99.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","11,968,478.64","0.03","11,968,478.64","223,126.00","53.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","11,956,954.96","0.03","11,956,954.96","25,198.00","474.52","United States","NASDAQ","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","11,955,062.08","0.03","11,955,062.08","140,186.00","85.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","11,922,135.02","0.03","11,922,135.02","222,802.00","53.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","11,843,573.43","0.03","11,843,573.43","110,409.00","107.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","11,801,262.90","0.03","11,801,262.90","26,790.00","440.51","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","11,747,314.19","0.03","11,747,314.19","89,681.00","130.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","11,719,982.80","0.03","11,719,982.80","329,213.00","35.60","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","11,700,603.00","0.03","11,700,603.00","41,700.00","280.59","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","11,631,338.07","0.03","11,631,338.07","170,823.00","68.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","11,574,268.41","0.03","11,574,268.41","102,183.00","113.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","11,556,959.96","0.03","11,556,959.96","205,933.00","56.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","11,551,764.24","0.03","11,551,764.24","214,398.00","53.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","11,513,349.54","0.03","11,513,349.54","167,662.00","68.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,513,549.92","0.03","11,513,549.92","202,276.00","56.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","11,510,470.55","0.03","11,510,470.55","186,103.00","61.85","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","11,511,098.31","0.03","11,511,098.31","129,761.00","88.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","11,473,460.40","0.03","11,473,460.40","143,490.00","79.96","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,474,908.20","0.03","11,474,908.20","214,284.00","53.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","11,411,920.14","0.03","11,411,920.14","68,639.00","166.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","11,404,344.16","0.03","11,404,344.16","39,064.00","291.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","11,352,958.90","0.03","11,352,958.90","125,990.00","90.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","11,345,580.60","0.03","11,345,580.60","90,030.00","126.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","11,338,952.90","0.03","11,338,952.90","369,347.00","30.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","11,195,985.83","0.03","11,195,985.83","91,463.00","122.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","11,191,726.70","0.03","11,191,726.70","25,102.00","445.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","11,052,306.90","0.03","11,052,306.90","52,515.00","210.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","11,030,684.00","0.03","11,030,684.00","393,953.00","28.00","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","10,860,464.37","0.03","10,860,464.37","188,517.00","57.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","10,796,867.94","0.03","10,796,867.94","36,913.00","292.50","United States","NASDAQ","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","10,718,234.28","0.03","10,718,234.28","131,706.00","81.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","10,713,960.87","0.03","10,713,960.87","161,769.00","66.23","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","10,685,431.35","0.03","10,685,431.35","669,933.00","15.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","10,669,500.48","0.03","10,669,500.48","96,087.00","111.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","10,581,685.20","0.03","10,581,685.20","30,552.00","346.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","10,490,613.66","0.03","10,490,613.66","254,503.00","41.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","10,452,830.80","0.03","10,452,830.80","45,886.00","227.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","10,431,546.73","0.03","10,431,546.73","95,887.00","108.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","10,415,747.70","0.03","10,415,747.70","57,978.00","179.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","10,405,812.48","0.03","10,405,812.48","91,536.00","113.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","10,388,416.31","0.03","10,388,416.31","122,693.00","84.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","10,388,517.47","0.03","10,388,517.47","140,177.00","74.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","10,348,639.12","0.03","10,348,639.12","156,041.00","66.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","10,231,528.45","0.03","10,231,528.45","188,045.00","54.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,212,067.95","0.03","10,212,067.95","478,317.00","21.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","10,132,322.20","0.03","10,132,322.20","161,035.00","62.92","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","10,126,575.33","0.03","10,126,575.33","31,609.00","320.37","United States","NASDAQ","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","10,120,539.18","0.03","10,120,539.18","768,454.00","13.17","United States","NASDAQ","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","10,087,550.25","0.03","10,087,550.25","193,805.00","52.05","United States","NASDAQ","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","10,088,006.04","0.03","10,088,006.04","55,386.00","182.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,985,122.12","0.03","9,985,122.12","111,828.00","89.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","9,976,043.16","0.03","9,976,043.16","158,124.00","63.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","9,976,976.00","0.03","9,976,976.00","134,824.00","74.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","9,934,123.50","0.03","9,934,123.50","54,270.00","183.05","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","9,914,132.16","0.03","9,914,132.16","52,356.00","189.36","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","9,881,385.75","0.03","9,881,385.75","155,735.00","63.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","9,869,901.80","0.02","9,869,901.80","238,865.00","41.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","9,807,750.12","0.02","9,807,750.12","92,771.00","105.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","9,759,286.88","0.02","9,759,286.88","115,796.00","84.28","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,693,194.22","0.02","9,693,194.22","47,511.00","204.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","9,655,558.38","0.02","9,655,558.38","82,147.00","117.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","9,608,348.48","0.02","9,608,348.48","53,356.00","180.08","United States","NASDAQ","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","9,603,944.55","0.02","9,603,944.55","308,115.00","31.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","9,579,325.21","0.02","9,579,325.21","31,913.00","300.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","9,562,687.68","0.02","9,562,687.68","37,401.00","255.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,442,696.38","0.02","9,442,696.38","130,442.00","72.39","United States","NASDAQ","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","9,426,264.61","0.02","9,426,264.61","48,146.00","195.79","United States","NASDAQ","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","9,322,730.24","0.02","9,322,730.24","101,312.00","92.02","United States","NASDAQ","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,267,272.56","0.02","9,267,272.56","37,804.00","245.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
